state_residence,district_residence,Date,new_case,negative_case,Failed_test,Total_test
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2021-01-11,0,14,0,14
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2021-01-12,0,15,0,15
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2021-01-13,0,13,0,13
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2021-01-14,1,3,0,4
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2021-01-15,0,20,0,20
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2021-01-11,0,8,0,8
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2021-01-12,0,39,0,39
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2021-01-13,1,6,0,7
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2021-01-14,1,8,0,9
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2021-01-15,0,6,0,6
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2021-01-11,1,571,0,572
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2021-01-12,1,595,0,596
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2021-01-13,0,488,0,488
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2021-01-14,1,212,0,213
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2021-01-15,0,487,0,487
ANDHRA PRADESH,ANANTAPUR,2021-01-11,6,1860,0,1866
ANDHRA PRADESH,ANANTAPUR,2021-01-12,23,3232,0,3255
ANDHRA PRADESH,ANANTAPUR,2021-01-13,9,6287,0,6296
ANDHRA PRADESH,ANANTAPUR,2021-01-14,4,4295,0,4299
ANDHRA PRADESH,ANANTAPUR,2021-01-15,3,1987,1,1991
ANDHRA PRADESH,CHITTOOR,2021-01-11,35,3733,0,3768
ANDHRA PRADESH,CHITTOOR,2021-01-12,22,2918,0,2940
ANDHRA PRADESH,CHITTOOR,2021-01-13,47,3865,0,3912
ANDHRA PRADESH,CHITTOOR,2021-01-14,17,2774,0,2791
ANDHRA PRADESH,CHITTOOR,2021-01-15,18,2061,0,2079
ANDHRA PRADESH,EAST GODAVARI,2021-01-11,20,3146,0,3166
ANDHRA PRADESH,EAST GODAVARI,2021-01-12,32,2091,0,2123
ANDHRA PRADESH,EAST GODAVARI,2021-01-13,17,1398,1,1416
ANDHRA PRADESH,EAST GODAVARI,2021-01-14,16,964,0,980
ANDHRA PRADESH,EAST GODAVARI,2021-01-15,16,428,0,444
ANDHRA PRADESH,GUNTUR,2021-01-11,30,1664,0,1694
ANDHRA PRADESH,GUNTUR,2021-01-12,42,3189,0,3231
ANDHRA PRADESH,GUNTUR,2021-01-13,26,4182,0,4208
ANDHRA PRADESH,GUNTUR,2021-01-14,14,1381,0,1395
ANDHRA PRADESH,GUNTUR,2021-01-15,9,1513,0,1522
ANDHRA PRADESH,KRISHNA,2021-01-11,36,1491,0,1527
ANDHRA PRADESH,KRISHNA,2021-01-12,51,2603,0,2654
ANDHRA PRADESH,KRISHNA,2021-01-13,30,3203,0,3233
ANDHRA PRADESH,KRISHNA,2021-01-14,13,3547,0,3560
ANDHRA PRADESH,KRISHNA,2021-01-15,21,731,0,752
ANDHRA PRADESH,KURNOOL,2021-01-11,6,1955,0,1961
ANDHRA PRADESH,KURNOOL,2021-01-12,5,2381,0,2386
ANDHRA PRADESH,KURNOOL,2021-01-13,19,3824,0,3843
ANDHRA PRADESH,KURNOOL,2021-01-14,2,3484,0,3486
ANDHRA PRADESH,KURNOOL,2021-01-15,9,1137,0,1146
ANDHRA PRADESH,PRAKASAM,2021-01-11,13,2879,0,2892
ANDHRA PRADESH,PRAKASAM,2021-01-12,2,2320,0,2322
ANDHRA PRADESH,PRAKASAM,2021-01-13,4,2603,0,2607
ANDHRA PRADESH,PRAKASAM,2021-01-14,6,3889,0,3895
ANDHRA PRADESH,PRAKASAM,2021-01-15,4,1737,0,1741
ANDHRA PRADESH,SPSR NELLORE,2021-01-11,9,4364,1,4374
ANDHRA PRADESH,SPSR NELLORE,2021-01-12,8,2755,0,2763
ANDHRA PRADESH,SPSR NELLORE,2021-01-13,7,2599,0,2606
ANDHRA PRADESH,SPSR NELLORE,2021-01-14,6,494,0,500
ANDHRA PRADESH,SPSR NELLORE,2021-01-15,5,2142,0,2147
ANDHRA PRADESH,SRIKAKULAM,2021-01-11,3,1612,0,1615
ANDHRA PRADESH,SRIKAKULAM,2021-01-12,13,2663,0,2676
ANDHRA PRADESH,SRIKAKULAM,2021-01-13,4,1596,0,1600
ANDHRA PRADESH,SRIKAKULAM,2021-01-14,0,1554,0,1554
ANDHRA PRADESH,SRIKAKULAM,2021-01-15,7,1563,0,1570
ANDHRA PRADESH,VISAKHAPATANAM,2021-01-11,35,2283,0,2318
ANDHRA PRADESH,VISAKHAPATANAM,2021-01-12,33,3566,0,3599
ANDHRA PRADESH,VISAKHAPATANAM,2021-01-13,10,2864,0,2874
ANDHRA PRADESH,VISAKHAPATANAM,2021-01-14,26,2858,0,2884
ANDHRA PRADESH,VISAKHAPATANAM,2021-01-15,26,1358,0,1384
ANDHRA PRADESH,VIZIANAGARAM,2021-01-11,4,685,0,689
ANDHRA PRADESH,VIZIANAGARAM,2021-01-12,14,3228,0,3242
ANDHRA PRADESH,VIZIANAGARAM,2021-01-13,11,1935,0,1946
ANDHRA PRADESH,VIZIANAGARAM,2021-01-14,2,1552,0,1554
ANDHRA PRADESH,VIZIANAGARAM,2021-01-15,3,1508,0,1511
ANDHRA PRADESH,WEST GODAVARI,2021-01-11,9,2027,0,2036
ANDHRA PRADESH,WEST GODAVARI,2021-01-12,8,5398,0,5406
ANDHRA PRADESH,WEST GODAVARI,2021-01-13,10,1653,0,1663
ANDHRA PRADESH,WEST GODAVARI,2021-01-14,4,326,0,330
ANDHRA PRADESH,WEST GODAVARI,2021-01-15,6,3011,0,3017
ANDHRA PRADESH,Y.S.R.,2021-01-11,17,2349,1,2367
ANDHRA PRADESH,Y.S.R.,2021-01-12,8,2752,0,2760
ANDHRA PRADESH,Y.S.R.,2021-01-13,10,2169,0,2179
ANDHRA PRADESH,Y.S.R.,2021-01-14,14,2195,0,2209
ANDHRA PRADESH,Y.S.R.,2021-01-15,1,782,0,783
ARUNACHAL PRADESH,ANJAW,2021-01-13,0,6,0,6
ARUNACHAL PRADESH,ANJAW,2021-01-14,0,12,0,12
ARUNACHAL PRADESH,ANJAW,2021-01-15,0,1,0,1
ARUNACHAL PRADESH,CHANGLANG,2021-01-11,3,3,0,6
ARUNACHAL PRADESH,CHANGLANG,2021-01-12,1,0,0,1
ARUNACHAL PRADESH,CHANGLANG,2021-01-14,0,3,0,3
ARUNACHAL PRADESH,CHANGLANG,2021-01-15,1,2,0,3
ARUNACHAL PRADESH,EAST KAMENG,2021-01-11,0,1,0,1
ARUNACHAL PRADESH,EAST KAMENG,2021-01-12,0,2,0,2
ARUNACHAL PRADESH,EAST KAMENG,2021-01-13,0,1,0,1
ARUNACHAL PRADESH,EAST SIANG,2021-01-11,2,32,0,34
ARUNACHAL PRADESH,EAST SIANG,2021-01-12,0,30,0,30
ARUNACHAL PRADESH,EAST SIANG,2021-01-13,0,32,0,32
ARUNACHAL PRADESH,EAST SIANG,2021-01-14,0,4,0,4
ARUNACHAL PRADESH,EAST SIANG,2021-01-15,1,33,0,34
ARUNACHAL PRADESH,KRA  DAADI,2021-01-15,0,1,0,1
ARUNACHAL PRADESH,KURUNG KUMEY,2021-01-11,0,3,0,3
ARUNACHAL PRADESH,KURUNG KUMEY,2021-01-15,0,1,0,1
ARUNACHAL PRADESH,LEPARADA,2021-01-12,0,1,0,1
ARUNACHAL PRADESH,LEPARADA,2021-01-13,0,1,0,1
ARUNACHAL PRADESH,LOHIT,2021-01-12,1,1,0,2
ARUNACHAL PRADESH,LOHIT,2021-01-13,0,1,0,1
ARUNACHAL PRADESH,LOHIT,2021-01-15,0,1,0,1
ARUNACHAL PRADESH,LONGDING,2021-01-11,0,11,0,11
ARUNACHAL PRADESH,LONGDING,2021-01-13,0,1,0,1
ARUNACHAL PRADESH,LONGDING,2021-01-14,0,1,0,1
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2021-01-11,0,4,0,4
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2021-01-13,0,1,0,1
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2021-01-14,0,38,0,38
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2021-01-15,0,1,0,1
ARUNACHAL PRADESH,LOWER SIANG,2021-01-11,0,13,0,13
ARUNACHAL PRADESH,LOWER SIANG,2021-01-12,0,8,0,8
ARUNACHAL PRADESH,LOWER SIANG,2021-01-13,0,4,0,4
ARUNACHAL PRADESH,LOWER SIANG,2021-01-14,0,4,0,4
ARUNACHAL PRADESH,LOWER SIANG,2021-01-15,0,15,0,15
ARUNACHAL PRADESH,LOWER SUBANSIRI,2021-01-11,0,9,0,9
ARUNACHAL PRADESH,LOWER SUBANSIRI,2021-01-12,0,88,0,88
ARUNACHAL PRADESH,LOWER SUBANSIRI,2021-01-14,0,6,0,6
ARUNACHAL PRADESH,LOWER SUBANSIRI,2021-01-15,0,2,0,2
ARUNACHAL PRADESH,NAMSAI,2021-01-13,0,1,0,1
ARUNACHAL PRADESH,NAMSAI,2021-01-14,0,2,0,2
ARUNACHAL PRADESH,NAMSAI,2021-01-15,0,2,0,2
ARUNACHAL PRADESH,PAPUM PARE,2021-01-11,0,37,0,37
ARUNACHAL PRADESH,PAPUM PARE,2021-01-12,1,21,0,22
ARUNACHAL PRADESH,PAPUM PARE,2021-01-13,0,16,0,16
ARUNACHAL PRADESH,PAPUM PARE,2021-01-14,1,5,0,6
ARUNACHAL PRADESH,PAPUM PARE,2021-01-15,0,23,0,23
ARUNACHAL PRADESH,SIANG,2021-01-11,0,2,0,2
ARUNACHAL PRADESH,TAWANG,2021-01-11,0,61,0,61
ARUNACHAL PRADESH,TAWANG,2021-01-12,2,39,0,41
ARUNACHAL PRADESH,TAWANG,2021-01-13,0,38,0,38
ARUNACHAL PRADESH,TAWANG,2021-01-14,0,1,0,1
ARUNACHAL PRADESH,TAWANG,2021-01-15,1,33,0,34
ARUNACHAL PRADESH,UPPER SIANG,2021-01-13,0,1,0,1
ARUNACHAL PRADESH,UPPER SUBANSIRI,2021-01-14,0,1,0,1
ARUNACHAL PRADESH,UPPER SUBANSIRI,2021-01-15,0,1,0,1
ARUNACHAL PRADESH,WEST KAMENG,2021-01-11,1,258,0,259
ARUNACHAL PRADESH,WEST KAMENG,2021-01-12,0,243,0,243
ARUNACHAL PRADESH,WEST KAMENG,2021-01-13,13,107,0,120
ARUNACHAL PRADESH,WEST KAMENG,2021-01-14,10,96,0,106
ARUNACHAL PRADESH,WEST KAMENG,2021-01-15,0,71,0,71
ARUNACHAL PRADESH,WEST SIANG,2021-01-11,0,1,0,1
ARUNACHAL PRADESH,WEST SIANG,2021-01-12,0,5,0,5
ARUNACHAL PRADESH,WEST SIANG,2021-01-13,0,1,0,1
ARUNACHAL PRADESH,WEST SIANG,2021-01-15,0,2,0,2
ASSAM,BAKSA,2021-01-11,1,73,0,74
ASSAM,BAKSA,2021-01-12,0,125,0,125
ASSAM,BAKSA,2021-01-13,0,15,0,15
ASSAM,BAKSA,2021-01-14,0,8,0,8
ASSAM,BAKSA,2021-01-15,0,9,0,9
ASSAM,BARPETA,2021-01-11,0,203,0,203
ASSAM,BARPETA,2021-01-12,0,236,0,236
ASSAM,BARPETA,2021-01-13,2,184,0,186
ASSAM,BARPETA,2021-01-14,0,63,0,63
ASSAM,BARPETA,2021-01-15,0,63,0,63
ASSAM,BISWANATH,2021-01-11,0,76,0,76
ASSAM,BISWANATH,2021-01-12,0,67,0,67
ASSAM,BISWANATH,2021-01-13,1,18,0,19
ASSAM,BISWANATH,2021-01-14,1,17,0,18
ASSAM,BISWANATH,2021-01-15,0,19,0,19
ASSAM,BONGAIGAON,2021-01-11,0,401,0,401
ASSAM,BONGAIGAON,2021-01-12,1,302,0,303
ASSAM,BONGAIGAON,2021-01-13,0,157,0,157
ASSAM,BONGAIGAON,2021-01-14,0,80,0,80
ASSAM,BONGAIGAON,2021-01-15,0,82,0,82
ASSAM,CACHAR,2021-01-11,3,181,9,193
ASSAM,CACHAR,2021-01-12,6,239,7,252
ASSAM,CACHAR,2021-01-13,7,120,8,135
ASSAM,CACHAR,2021-01-14,9,1111,0,1120
ASSAM,CACHAR,2021-01-15,1,1945,0,1946
ASSAM,CHARAIDEO,2021-01-11,0,190,0,190
ASSAM,CHARAIDEO,2021-01-12,0,126,0,126
ASSAM,CHARAIDEO,2021-01-13,0,11,0,11
ASSAM,CHARAIDEO,2021-01-14,0,5,0,5
ASSAM,CHARAIDEO,2021-01-15,0,68,0,68
ASSAM,CHIRANG,2021-01-11,0,39,0,39
ASSAM,CHIRANG,2021-01-12,0,27,0,27
ASSAM,CHIRANG,2021-01-13,0,32,0,32
ASSAM,CHIRANG,2021-01-14,0,67,0,67
ASSAM,CHIRANG,2021-01-15,0,6,0,6
ASSAM,DARRANG,2021-01-11,1,499,0,500
ASSAM,DARRANG,2021-01-12,1,559,0,560
ASSAM,DARRANG,2021-01-13,0,194,0,194
ASSAM,DARRANG,2021-01-14,1,113,0,114
ASSAM,DARRANG,2021-01-15,0,225,0,225
ASSAM,DHEMAJI,2021-01-11,0,51,0,51
ASSAM,DHEMAJI,2021-01-12,3,108,0,111
ASSAM,DHEMAJI,2021-01-13,0,88,0,88
ASSAM,DHEMAJI,2021-01-14,0,14,0,14
ASSAM,DHEMAJI,2021-01-15,0,63,0,63
ASSAM,DHUBRI,2021-01-11,0,369,0,369
ASSAM,DHUBRI,2021-01-12,0,346,0,346
ASSAM,DHUBRI,2021-01-13,0,246,0,246
ASSAM,DHUBRI,2021-01-14,0,69,0,69
ASSAM,DHUBRI,2021-01-15,1,181,3,185
ASSAM,DIBRUGARH,2021-01-11,3,899,2,904
ASSAM,DIBRUGARH,2021-01-12,1,250,1,252
ASSAM,DIBRUGARH,2021-01-13,2,432,15,449
ASSAM,DIBRUGARH,2021-01-14,1,308,1,310
ASSAM,DIBRUGARH,2021-01-15,0,151,4,155
ASSAM,DIMA HASAO,2021-01-11,0,86,0,86
ASSAM,DIMA HASAO,2021-01-12,0,29,0,29
ASSAM,DIMA HASAO,2021-01-13,0,65,0,65
ASSAM,DIMA HASAO,2021-01-14,0,11,0,11
ASSAM,DIMA HASAO,2021-01-15,0,31,0,31
ASSAM,GOALPARA,2021-01-11,2,752,0,754
ASSAM,GOALPARA,2021-01-12,1,487,0,488
ASSAM,GOALPARA,2021-01-13,1,415,0,416
ASSAM,GOALPARA,2021-01-14,0,194,0,194
ASSAM,GOALPARA,2021-01-15,0,289,0,289
ASSAM,GOLAGHAT,2021-01-11,51,424,0,475
ASSAM,GOLAGHAT,2021-01-12,28,318,1,347
ASSAM,GOLAGHAT,2021-01-13,3,74,0,77
ASSAM,GOLAGHAT,2021-01-14,0,51,0,51
ASSAM,GOLAGHAT,2021-01-15,2,102,0,104
ASSAM,HAILAKANDI,2021-01-11,2,316,0,318
ASSAM,HAILAKANDI,2021-01-12,0,297,1,298
ASSAM,HAILAKANDI,2021-01-13,0,224,1,225
ASSAM,HAILAKANDI,2021-01-14,2,152,1,155
ASSAM,HAILAKANDI,2021-01-15,2,263,0,265
ASSAM,HOJAI,2021-01-11,0,142,0,142
ASSAM,HOJAI,2021-01-12,0,140,0,140
ASSAM,HOJAI,2021-01-13,2,118,0,120
ASSAM,HOJAI,2021-01-14,0,25,0,25
ASSAM,HOJAI,2021-01-15,0,55,0,55
ASSAM,JORHAT,2021-01-11,5,563,1,569
ASSAM,JORHAT,2021-01-12,2,455,0,457
ASSAM,JORHAT,2021-01-13,3,148,1,152
ASSAM,JORHAT,2021-01-14,0,96,0,96
ASSAM,JORHAT,2021-01-15,1,457,0,458
ASSAM,KAMRUP,2021-01-11,1,700,0,701
ASSAM,KAMRUP,2021-01-12,1,552,0,553
ASSAM,KAMRUP,2021-01-13,1,324,0,325
ASSAM,KAMRUP,2021-01-14,0,174,0,174
ASSAM,KAMRUP,2021-01-15,1,380,0,381
ASSAM,KAMRUP METRO,2021-01-11,20,3581,1,3602
ASSAM,KAMRUP METRO,2021-01-12,29,3588,1,3618
ASSAM,KAMRUP METRO,2021-01-13,28,2590,2,2620
ASSAM,KAMRUP METRO,2021-01-14,9,1961,1,1971
ASSAM,KAMRUP METRO,2021-01-15,15,1929,1,1945
ASSAM,KARBI ANGLONG,2021-01-11,0,99,0,99
ASSAM,KARBI ANGLONG,2021-01-12,0,85,0,85
ASSAM,KARBI ANGLONG,2021-01-13,1,42,0,43
ASSAM,KARBI ANGLONG,2021-01-14,2,31,0,33
ASSAM,KARBI ANGLONG,2021-01-15,0,39,0,39
ASSAM,KARIMGANJ,2021-01-11,4,304,0,308
ASSAM,KARIMGANJ,2021-01-12,1,153,1,155
ASSAM,KARIMGANJ,2021-01-13,2,171,0,173
ASSAM,KARIMGANJ,2021-01-14,1,100,0,101
ASSAM,KARIMGANJ,2021-01-15,1,130,0,131
ASSAM,KOKRAJHAR,2021-01-11,0,88,0,88
ASSAM,KOKRAJHAR,2021-01-12,0,84,0,84
ASSAM,KOKRAJHAR,2021-01-13,0,42,0,42
ASSAM,KOKRAJHAR,2021-01-14,0,18,0,18
ASSAM,KOKRAJHAR,2021-01-15,3,26,0,29
ASSAM,LAKHIMPUR,2021-01-11,0,263,0,263
ASSAM,LAKHIMPUR,2021-01-12,1,186,0,187
ASSAM,LAKHIMPUR,2021-01-13,0,173,0,173
ASSAM,LAKHIMPUR,2021-01-14,0,67,0,67
ASSAM,LAKHIMPUR,2021-01-15,0,193,0,193
ASSAM,MAJULI,2021-01-11,0,8,0,8
ASSAM,MAJULI,2021-01-12,0,6,0,6
ASSAM,MAJULI,2021-01-13,0,3,0,3
ASSAM,MAJULI,2021-01-14,0,1,0,1
ASSAM,MAJULI,2021-01-15,0,9,0,9
ASSAM,MARIGAON,2021-01-11,0,82,0,82
ASSAM,MARIGAON,2021-01-12,0,69,0,69
ASSAM,MARIGAON,2021-01-13,0,22,0,22
ASSAM,MARIGAON,2021-01-14,1,11,0,12
ASSAM,MARIGAON,2021-01-15,0,13,0,13
ASSAM,NAGAON,2021-01-11,0,795,0,795
ASSAM,NAGAON,2021-01-12,0,570,0,570
ASSAM,NAGAON,2021-01-13,0,292,0,292
ASSAM,NAGAON,2021-01-14,0,102,0,102
ASSAM,NAGAON,2021-01-15,1,187,0,188
ASSAM,NALBARI,2021-01-11,1,122,0,123
ASSAM,NALBARI,2021-01-12,1,65,0,66
ASSAM,NALBARI,2021-01-13,0,43,0,43
ASSAM,NALBARI,2021-01-14,0,12,0,12
ASSAM,NALBARI,2021-01-15,0,27,0,27
ASSAM,SIVASAGAR,2021-01-11,1,143,3,147
ASSAM,SIVASAGAR,2021-01-12,0,175,0,175
ASSAM,SIVASAGAR,2021-01-13,1,79,0,80
ASSAM,SIVASAGAR,2021-01-14,0,37,0,37
ASSAM,SIVASAGAR,2021-01-15,0,72,0,72
ASSAM,SONITPUR,2021-01-11,2,264,0,266
ASSAM,SONITPUR,2021-01-12,2,259,0,261
ASSAM,SONITPUR,2021-01-13,5,205,0,210
ASSAM,SONITPUR,2021-01-14,3,120,0,123
ASSAM,SONITPUR,2021-01-15,1,291,0,292
ASSAM,SOUTH SALMARA MANCACHAR,2021-01-11,1,149,0,150
ASSAM,SOUTH SALMARA MANCACHAR,2021-01-12,0,116,0,116
ASSAM,SOUTH SALMARA MANCACHAR,2021-01-13,0,87,0,87
ASSAM,SOUTH SALMARA MANCACHAR,2021-01-14,0,40,0,40
ASSAM,SOUTH SALMARA MANCACHAR,2021-01-15,0,62,0,62
ASSAM,TINSUKIA,2021-01-11,4,457,0,461
ASSAM,TINSUKIA,2021-01-12,1,200,0,201
ASSAM,TINSUKIA,2021-01-13,3,52,0,55
ASSAM,TINSUKIA,2021-01-14,1,276,0,277
ASSAM,TINSUKIA,2021-01-15,1,95,17,113
ASSAM,UDALGURI,2021-01-11,0,41,0,41
ASSAM,UDALGURI,2021-01-12,0,38,0,38
ASSAM,UDALGURI,2021-01-13,1,3,0,4
ASSAM,UDALGURI,2021-01-14,3,6,0,9
ASSAM,UDALGURI,2021-01-15,0,52,0,52
ASSAM,WEST KARBI ANGLONG,2021-01-11,3,7,0,10
ASSAM,WEST KARBI ANGLONG,2021-01-12,0,12,0,12
ASSAM,WEST KARBI ANGLONG,2021-01-13,0,3,0,3
ASSAM,WEST KARBI ANGLONG,2021-01-14,0,6,0,6
ASSAM,WEST KARBI ANGLONG,2021-01-15,0,5,0,5
BIHAR,ARARIA,2021-01-11,1,1073,0,1074
BIHAR,ARARIA,2021-01-12,2,292,0,294
BIHAR,ARARIA,2021-01-13,1,634,0,635
BIHAR,ARARIA,2021-01-14,6,924,0,930
BIHAR,ARARIA,2021-01-15,10,851,0,861
BIHAR,ARWAL,2021-01-11,3,1222,19,1244
BIHAR,ARWAL,2021-01-12,0,998,3,1001
BIHAR,ARWAL,2021-01-13,9,1242,0,1251
BIHAR,ARWAL,2021-01-14,9,1064,0,1073
BIHAR,ARWAL,2021-01-15,0,854,0,854
BIHAR,AURANGABAD,2021-01-11,11,1147,1,1159
BIHAR,AURANGABAD,2021-01-12,9,1001,0,1010
BIHAR,AURANGABAD,2021-01-13,3,1052,0,1055
BIHAR,AURANGABAD,2021-01-14,9,801,0,810
BIHAR,AURANGABAD,2021-01-15,2,1091,0,1093
BIHAR,BANKA,2021-01-11,10,2604,31,2645
BIHAR,BANKA,2021-01-12,1,2889,0,2890
BIHAR,BANKA,2021-01-13,12,1383,49,1444
BIHAR,BANKA,2021-01-14,6,1851,90,1947
BIHAR,BANKA,2021-01-15,6,1717,0,1723
BIHAR,BEGUSARAI,2021-01-11,24,3990,1,4015
BIHAR,BEGUSARAI,2021-01-12,22,5610,1,5633
BIHAR,BEGUSARAI,2021-01-13,15,5959,0,5974
BIHAR,BEGUSARAI,2021-01-14,8,3823,0,3831
BIHAR,BEGUSARAI,2021-01-15,17,4755,3,4775
BIHAR,BHAGALPUR,2021-01-11,9,2061,152,2222
BIHAR,BHAGALPUR,2021-01-12,13,4347,114,4474
BIHAR,BHAGALPUR,2021-01-13,3,2752,124,2879
BIHAR,BHAGALPUR,2021-01-14,6,2235,190,2431
BIHAR,BHAGALPUR,2021-01-15,8,3530,190,3728
BIHAR,BHOJPUR,2021-01-11,8,1717,19,1744
BIHAR,BHOJPUR,2021-01-12,2,1991,79,2072
BIHAR,BHOJPUR,2021-01-13,5,1373,32,1410
BIHAR,BHOJPUR,2021-01-14,3,1855,78,1936
BIHAR,BHOJPUR,2021-01-15,4,1345,90,1439
BIHAR,BUXAR,2021-01-11,0,1485,132,1617
BIHAR,BUXAR,2021-01-12,2,1178,41,1221
BIHAR,BUXAR,2021-01-13,6,1490,149,1645
BIHAR,BUXAR,2021-01-14,2,1663,85,1750
BIHAR,BUXAR,2021-01-15,1,1701,9,1711
BIHAR,DARBHANGA,2021-01-11,9,1735,8,1752
BIHAR,DARBHANGA,2021-01-12,4,2112,1,2117
BIHAR,DARBHANGA,2021-01-13,13,2013,10,2036
BIHAR,DARBHANGA,2021-01-14,11,2577,0,2588
BIHAR,DARBHANGA,2021-01-15,36,2168,0,2204
BIHAR,GAYA,2021-01-11,2,4196,0,4198
BIHAR,GAYA,2021-01-12,4,3926,13,3943
BIHAR,GAYA,2021-01-13,3,2309,82,2394
BIHAR,GAYA,2021-01-14,1,3149,49,3199
BIHAR,GAYA,2021-01-15,3,4174,30,4207
BIHAR,GOPALGANJ,2021-01-11,5,2206,25,2236
BIHAR,GOPALGANJ,2021-01-12,0,990,0,990
BIHAR,GOPALGANJ,2021-01-13,5,1734,21,1760
BIHAR,GOPALGANJ,2021-01-14,3,1302,4,1309
BIHAR,GOPALGANJ,2021-01-15,1,1248,0,1249
BIHAR,JAMUI,2021-01-11,0,1057,0,1057
BIHAR,JAMUI,2021-01-12,1,1354,1,1356
BIHAR,JAMUI,2021-01-13,1,1212,1,1214
BIHAR,JAMUI,2021-01-14,0,840,0,840
BIHAR,JAMUI,2021-01-15,0,881,0,881
BIHAR,JEHANABAD,2021-01-11,4,1519,5,1528
BIHAR,JEHANABAD,2021-01-12,17,1089,71,1177
BIHAR,JEHANABAD,2021-01-13,4,983,0,987
BIHAR,JEHANABAD,2021-01-14,3,804,56,863
BIHAR,JEHANABAD,2021-01-15,3,840,0,843
BIHAR,KAIMUR (BHABUA),2021-01-11,2,998,0,1000
BIHAR,KAIMUR (BHABUA),2021-01-12,12,2365,0,2377
BIHAR,KAIMUR (BHABUA),2021-01-13,11,1737,4,1752
BIHAR,KAIMUR (BHABUA),2021-01-14,9,2608,0,2617
BIHAR,KAIMUR (BHABUA),2021-01-15,6,1815,1,1822
BIHAR,KATIHAR,2021-01-11,1,1045,0,1046
BIHAR,KATIHAR,2021-01-12,4,1515,0,1519
BIHAR,KATIHAR,2021-01-13,2,1480,0,1482
BIHAR,KATIHAR,2021-01-14,3,1926,0,1929
BIHAR,KATIHAR,2021-01-15,0,1167,0,1167
BIHAR,KHAGARIA,2021-01-11,4,939,1,944
BIHAR,KHAGARIA,2021-01-12,0,156,0,156
BIHAR,KHAGARIA,2021-01-13,1,1121,0,1122
BIHAR,KHAGARIA,2021-01-14,1,2386,0,2387
BIHAR,KHAGARIA,2021-01-15,3,950,0,953
BIHAR,KISHANGANJ,2021-01-11,0,1006,9,1015
BIHAR,KISHANGANJ,2021-01-12,2,1403,1,1406
BIHAR,KISHANGANJ,2021-01-13,1,1171,1,1173
BIHAR,KISHANGANJ,2021-01-14,0,1013,2,1015
BIHAR,KISHANGANJ,2021-01-15,1,1082,1,1084
BIHAR,LAKHISARAI,2021-01-11,4,425,0,429
BIHAR,LAKHISARAI,2021-01-12,6,1363,0,1369
BIHAR,LAKHISARAI,2021-01-13,1,930,0,931
BIHAR,LAKHISARAI,2021-01-14,1,629,0,630
BIHAR,LAKHISARAI,2021-01-15,3,607,1,611
BIHAR,MADHEPURA,2021-01-11,2,1641,0,1643
BIHAR,MADHEPURA,2021-01-12,4,2087,0,2091
BIHAR,MADHEPURA,2021-01-13,1,1985,0,1986
BIHAR,MADHEPURA,2021-01-14,0,1772,0,1772
BIHAR,MADHEPURA,2021-01-15,2,1720,0,1722
BIHAR,MADHUBANI,2021-01-11,6,1806,31,1843
BIHAR,MADHUBANI,2021-01-12,2,2427,2,2431
BIHAR,MADHUBANI,2021-01-13,7,1680,5,1692
BIHAR,MADHUBANI,2021-01-14,2,1595,23,1620
BIHAR,MADHUBANI,2021-01-15,2,1404,56,1462
BIHAR,MUNGER,2021-01-11,0,1708,61,1769
BIHAR,MUNGER,2021-01-12,7,1676,4,1687
BIHAR,MUNGER,2021-01-13,2,1549,48,1599
BIHAR,MUNGER,2021-01-14,4,1014,10,1028
BIHAR,MUNGER,2021-01-15,3,1195,6,1204
BIHAR,MUZAFFARPUR,2021-01-11,15,2337,0,2352
BIHAR,MUZAFFARPUR,2021-01-12,13,1782,3,1798
BIHAR,MUZAFFARPUR,2021-01-13,8,1976,0,1984
BIHAR,MUZAFFARPUR,2021-01-14,7,1923,0,1930
BIHAR,MUZAFFARPUR,2021-01-15,4,2448,2,2454
BIHAR,NALANDA,2021-01-11,4,3569,0,3573
BIHAR,NALANDA,2021-01-12,11,3310,1,3322
BIHAR,NALANDA,2021-01-13,4,3141,0,3145
BIHAR,NALANDA,2021-01-14,2,3589,41,3632
